video_name,question_id,question,answer0,answer1,answer2,answer3,type,start-time/s,urgency
00544,v_00544_13,What is this place?,A perfume shop.,Inside the mall.,This is a shop entrance.,,information reading,69,not_urgent
00544,v_00544_14,What is this area used for?,A seating area next to a passageway in a mall.,Rest area.,"There is a row of stools to your left, where you can rest or wait in line.",,information reading,78.99,not_urgent
00544,v_00544_15,Is there anyone near me?,Yes.,There is a person passing by on the left front.,,,information reading,88.98,not_urgent
00545,v_00545_1,Am I in the correct lane to avoid hitting the parked scooters ahead?,Yes.,,,,safety warnings,4.98,urgent
00545,v_00545_2,Is the road ahead clear?,Yes.,Not really. The clear part is quite narrow.,"Yes, just go straight.",,safety warnings,16.98,urgent
00545,v_00545_3,Is there an obstacle in front of me?,No.,There's a pedestrian walking towards you.,,,information reading,34.98,urgent
00545,v_00545_4,Is there an entrance or gate in the front?,No.,No but there's one on your right side.,"No, there is a straight road ahead.",,information reading,28.98,urgent
00545,v_00545_5,Is there a clear path on the sidewalk in front of me?,Yes.,The clear part is quite narrow.,,,information reading,40.98,urgent
00545,v_00545_6,How do I get through this row of bikes?,Head straight down the path between the bicycles on your left and right.,Just be careful and use your stick to check the bikes around you.,"Use a cane to detect obstacles from left to right, and try to walk straight along the blind path.",,local navigation and positioning,22.98,urgent
00546,v_00546_1,Is this the correct route to the main road?,No.,No. You should follow the old man and move a little bit to your left side.,"No, you should shift to the left and go straight.",,information reading,10.98,not_urgent
00546,v_00546_2,Is there a clear path that I can continue to move forward?,Yes.,,,,information reading,22.98,urgent
00546,v_00546_3,Can you lead me to the nearest clear path?,"Go straight ahead, following the tactile pavement.",Move a little bit to your left side and go straight.,Move a little to the left and go straight along the blind path.,,local navigation and positioning,4.98,urgent
00546,v_00546_4,What types of vehicles are parked nearby?,Motorcycles and bicycles.,Bikes and e-bikes.,Electric bikes and bicycles are parked on both sides.,,information reading,9,not_urgent
00546,v_00546_5,Who is standing next to me?,A man.,A kind old man who is guiding you.,A passerby.,,information reading,18.99,not_urgent
00546,v_00546_6,Is there a clear path that I can continue to move forward?,Yes.,,"Yes, and the zebra crossing is about 3 meters ahead.",,information reading,28.98,urgent
00547,v_00547_1,Is it safe to cross this crosswalk now?,No.,No. You should wait for the green signal light.,,,safety warnings,4.98,urgent
00547,v_00547_2,Are there any obstacles or hazards when crossing to the other side?,Yes.,At least at the moment there is. There are many bikes and e-bikes.,"Yes, it's not suitable to cross the road now.",,safety warnings,16.98,urgent
00547,v_00547_3,Is it safe to cross now?,Yes.,,"Yes, the car next to it stopped.",,safety warnings,22.98,urgent
00547,v_00547_4,Is it safe to cross the street now?,Yes.,,,,safety warnings,34.98,urgent
00547,v_00547_5,Is it safe to cross the street now?,Yes.,,,,safety warnings,52.98,urgent
00547,v_00547_6,Is it safe to walk straight?,Yes.,"Yes, and mind the pedestrian in front of you.",,,safety warnings,136.98,urgent
00547,v_00547_7,Where is the bus stop?,The bus stop is directly in front of you on your right.,It seems that the bus stop is on your right. I'm not sure.,On your right.,,resource acquisition and others,142.98,not_urgent
00547,v_00547_8,Is there a curb in front of me?,No.,,"No, but after crossing the road, we arrived at the roadside.",,information reading,64.98,urgent
00547,v_00547_9,Is there a clear sidewalk ahead?,Yes.,The clear part is quite narrow.,,,information reading,88.98,urgent
00547,v_00547_10,How can I get to the nearest store entrance from here?,"The store entrance is on the left side, but the pathway is cluttered with vehicles.",Turn left. Find a gap wide enough between the motorbikes and pass through it.,"There are some shops on the left, use a cane to turn left, and insert it through the middle of the electric vehicle.",,local navigation and positioning,118.98,urgent
00547,v_00547_11,How do I get past these parked bikes and scooters?,Continue straight.,Just be careful and use your stick to check the bikes around you.,"Go straight, there is a narrow road ahead of you, use a cane to detect obstacles ahead.",,local navigation and positioning,154.98,urgent
00547,v_00547_12,How can I get between parked motorcycles?,Move alongside the building on your left for a clearer path.,Just be careful and use your stick to check the bikes around you.,Go straight.,,local navigation and positioning,130.98,urgent
00547,v_00547_13,How can I continue straight among these parked motorcycles?,Move carefully to the left side of the path and proceed forward.,Just be careful and use your stick to check the bikes around you.,"Go straight along the blind path, and there is an electric bike occupying part of the blind path at a distance of 10 meters that needs to be detoured.",,local navigation and positioning,94.98,urgent
00547,v_00547_14,Am I walking in the right direction?,Yes.,,,,information reading,82.98,urgent
00547,v_00547_15,Will the route I take lead to the main road?,Yes.,I don't know.,"I don't know, you're walking on the sidewalk.",,information reading,148.98,not_urgent
00547,v_00547_16,Am I going to the main street?,Yes.,,"I don't know, you're walking on the sidewalk.",,information reading,100.98,urgent
00547,v_00547_17,Am I heading towards the main entrance of the building?,Yes.,,I don't know.,,information reading,58.98,not_urgent
00547,v_00547_18,Do I face the crosswalk to get to the other side of the street?,Yes.,,,,information reading,28.98,urgent
00547,v_00547_19,Is the road ahead congested?,Yes.,,,,information reading,118.98,urgent
00547,v_00547_20,Has the lighting changed?,I don't know.,Yes.,,,information reading,18.99,not_urgent
00547,v_00547_21,Are the pedestrian crossing lights on?,Yes.,,,,information reading,39,urgent
00547,v_00547_22,What's the traffic light now?,Red.,,The traffic light is on your left front and has turned red.,,information reading,48.99,urgent
00547,v_00547_23,Is there a vehicle approaching the crosswalk?,Yes.,Yes there's a car turning right.,,,information reading,58.98,urgent
00548,v_00548_1,Can my companion lead me safely through the shopping mall?,Yes.,,,,communication and interaction,12,not_urgent
00548,v_00548_2,Who is coming towards me?,Clerk.,The staff of 'To Summer'.,No one is coming towards you.,,communication and interaction,24.99,urgent
00548,v_00548_3,Where is the seating area?,It is on your right.,On the right.,There is a row of seats on your right.,,resource acquisition and others,34.98,not_urgent
00548,v_00548_4,Is this the way to the main lobby?,Yes.,,,,information reading,16.98,not_urgent
00548,v_00548_5,Could you lead me to the perfume display area?,It is straight ahead.,Go straight.,Go straight and turn left.,,local navigation and positioning,40.98,not_urgent
00548,v_00548_6,Could you help me find the way to the nearest entrance?,The entrance to the mall is about five steps to the right.,That's exactly the right way as the video shows.,"The entrance is in front of you, you can enter by pushing the door in front of you.",,local navigation and positioning,9,not_urgent
00548,v_00548_7,Am I close to the waiting area?,Yes.,,"Yes, waiting to go ahead of you.",,information reading,22.98,not_urgent
00548,v_00548_8,Am I facing the entrance now?,Yes.,,,,information reading,4.98,urgent
00548,v_00548_9,Is this the reception area?,Yes.,,,,information reading,39,not_urgent
00548,v_00548_10,Is this place 'To Summer'?,Yes.,,,,information reading,28.98,not_urgent
00549,v_00549_1,Where is the perfume section?,I don't know.,In front of you.,You are currently in a perfume store.,,local navigation and positioning,46.98,not_urgent
00549,v_00549_2,Where is the bathroom?,Restrooms are located in the back right corner of the store.,I don't know.,,,resource acquisition and others,22.98,not_urgent
00549,v_00549_3,Is there a road ahead of me?,No.,,"No, in front of you is a perfume display case.",,information reading,52.98,not_urgent
00549,v_00549_4,How can I get to the exit from here?,"Turn around and walk straight for about 10 steps, the exit will be to your left.",I don't know.,"I don't know, you should turn right.",,local navigation and positioning,94.98,not_urgent
00549,v_00549_5,Where is the cashier?,"The cash register is ahead of you, a few steps to the left.",I don't know.,"I don't know, there is no closing platform in front of you.",,resource acquisition and others,82.98,not_urgent
00549,v_00549_6,Am I near the counter in front of me?,Yes.,,"Yes, in front of you.",,information reading,58.98,urgent
00549,v_00549_7,Am I facing a display stand for perfumes?,Yes.,,"Yes, in front of you.",,information reading,88.98,not_urgent
00549,v_00549_8,Am I facing the perfume display?,Yes.,,"Yes, there is a row of perfumes in front of you.",,information reading,16.98,not_urgent
00549,v_00549_9,Am I facing a counter now?,Yes.,,,,information reading,40.98,not_urgent
00549,v_00549_10,What are the products on the counter?,Bottles of perfumes.,Perfumes.,All kinds of perfumes.,,information reading,48.99,not_urgent
00550,v_00550_1,Is there a mirror in front of me?,No.,,,,resource acquisition and others,10.98,not_urgent
00550,v_00550_2,Is this a display stand for perfume?,Yes.,,,,resource acquisition and others,40.98,not_urgent
00550,v_00550_3,Am I facing anyone?,No.,,,,resource acquisition and others,124.98,not_urgent
00550,v_00550_4,Is that a perfume I'm holding?,Yes.,,,,tool use,58.98,not_urgent
00550,v_00550_5,Can you tell the different parts of this display?,I don't know.,,There are three rows of different types of perfume on the display stand.,,tool use,88.98,not_urgent
00550,v_00550_6,Which direction should I go to leave this area?,Turn to your right and follow the hallway.,I don't know.,,,local navigation and positioning,16.98,not_urgent
00550,v_00550_7,Which direction should I go to browse the displayed products?,Move forward towards the display counter.,Front.,Go straight and get closer to the counter.,,local navigation and positioning,76.98,not_urgent
00550,v_00550_8,Where is the nearest sales assistant who can help?,They are right in front of you at the counter.,Right.,In front of you.,,resource acquisition and others,94.98,not_urgent
00550,v_00550_9,Where is the nearest product display?,It is directly in front of you.,Front.,In front of you.,,local navigation and positioning,82.98,not_urgent
